CustomerID,Gender,Birthdate,City,State,ZIP,Customer_since,Country,Phone,Churn_date
178024,F,1978-02-11,Fort Leonard Wood,MO,65473,2016-05-25,US,573-489-xxxx,
178284,M,1989-12-07,Everetts,NC,27825,2016-08-20,US,252-169-xxxx,
183711,F,1951-09-18,Tonawanda,NY,14150,2000-04-07,US,716-451-xxxx,
177566,F,1986-11-22,Fort Wayne,IN,46868,2011-07-09,US,260-290-xxxx,
182784,F,1996-01-31,Pensacola,FL,32523,2016-01-07,US,850-582-xxxx,
182699,F,1961-10-30,Mc Dowell,VA,24458,2015-05-13,US,540-270-xxxx,
175688,F,1996-08-05,Atlanta,GA,30313,2015-09-29,US,678-619-xxxx,
178327,F,1964-05-31,Vaughn,WA,98394,2000-05-14,US,,
177491,M,1962-02-18,Camp Lejeune,NC,28547,2008-04-21,US,910-448-xxxx,
176204,F,1985-03-18,Naval Air Station/ Jrb,TX,76127,2012-01-10,US,817-105-xxxx,
181793,F,1978-11-27,Zachary,LA,70791,2010-08-15,US,225-522-xxxx,
178064,F,1984-04-29,Washington,DC,20549,2003-06-01,US,202-411-xxxx,
178276,F,1961-11-14,Renville,MN,56284,2007-03-28,US,320-292-xxxx,
183423,F,1959-04-16,Decatur,GA,30037,2014-09-30,US,404-520-xxxx,
184207,F,1992-11-26,Brush Prairie,WA,98606,2016-01-02,US,360-513-xxxx,
178279,M,1957-06-19,Culver,MN,55779,2000-03-22,US,218-311-xxxx,
175624,F,1981-03-18,Astor,FL,32102,2007-02-19,US,352-735-xxxx,
183070,M,1993-01-01,New Haven,CT,6502,2016-03-17,US,203-225-xxxx,
178158,M,1951-11-06,Ludell,KS,67744,2001-05-28,US,785-260-xxxx,
177893,F,1951-02-22,Milan,MN,56262,2003-10-22,US,320-500-xxxx,
185567,M,1984-08-27,Thompson,MO,65285,2013-08-06,US,573-266-xxxx,
178016,F,1977-02-12,Virginia City,NV,89440,2016-08-25,US,,
177489,F,1957-03-28,Stanton,TX,79782,2010-05-01,US,432-509-xxxx,
177055,F,1985-12-13,Bay View,WI,53207,2005-05-18,US,414-452-xxxx,
185601,M,1977-01-11,Kooskia,ID,83539,2003-04-02,US,208-706-xxxx,
177598,F,1960-04-11,Minneapolis,MN,55435,2011-12-10,US,612-509-xxxx,
181716,M,1955-12-18,Auburndale,WI,54412,2005-08-13,US,715-350-xxxx,
179145,F,1989-02-28,Moraga,CA,94570,2007-08-18,US,925-447-xxxx,
181479,M,1983-07-12,Pawling,NY,12564,2002-02-24,US,845-632-xxxx,
181375,F,1989-09-20,Gruver,TX,79040,2015-05-30,US,806-635-xxxx,
183491,F,1955-11-26,Bonesteel,SD,57317,2012-02-18,US,605-423-xxxx,
177125,F,1982-10-02,Wetmore,TX,78270,2010-02-08,US,210-462-xxxx,
184527,F,1971-08-09,Hamilton,VA,20158,2012-04-02,US,540-237-xxxx,2019-07-28
179458,F,1963-05-14,Wray,CO,80758,2002-06-16,US,970-188-xxxx,
179387,M,1994-06-27,Rice,WA,99167,2015-02-13,US,509-628-xxxx,
181852,F,1955-06-02,Cottage Grove,MN,55016,2016-08-07,US,651-104-xxxx,
178894,M,1967-02-18,Edmunds,ND,58476,2010-08-27,US,701-511-xxxx,
179531,F,1980-08-17,Sneads,FL,32460,2014-11-21,US,850-131-xxxx,
182324,F,1968-01-26,Cleveland,NC,27013,2004-05-07,US,336-370-xxxx,
182298,M,1973-07-30,N Las Vegas,NV,89085,2007-02-10,US,702-393-xxxx,
179984,F,1976-01-11,Reidville,SC,29375,2016-03-24,US,864-758-xxxx,
184272,M,1979-08-30,Collierville,TN,38017,2016-08-05,US,901-463-xxxx,
179491,M,1961-10-12,Miami,FL,33136,2016-03-11,US,786-772-xxxx,
176711,F,1986-10-24,Crosby,MS,39633,2013-08-14,US,601-581-xxxx,2017-02-07
179040,M,1988-09-08,Minillas,PR,909,2010-08-28,US,787-197-xxxx,
178429,F,1991-09-28,Mabton,WA,98935,2014-12-06,US,509-143-xxxx,
182023,F,1989-07-08,El Cajon,CA,92020,2008-11-03,US,619-345-xxxx,
180884,M,1969-04-16,Maydelle,TX,75772,2001-04-04,US,,
182501,F,1957-06-14,Port Alsworth,AK,99653,2001-03-03,US,907-602-xxxx,
178230,F,1955-10-05,Bethesda,MD,20889,2002-06-27,US,240-282-xxxx,
181566,M,1963-12-04,Garita,NM,88421,2012-10-05,US,575-767-xxxx,
178128,F,1964-03-04,Haywood,WV,26366,2009-04-18,US,304-410-xxxx,2019-03-10
179115,M,1969-10-13,New Britain,CT,6050,2002-01-20,US,860-107-xxxx,
184630,F,1976-11-21,Rochester,NY,14621,2006-10-07,US,585-144-xxxx,
181981,M,1969-03-08,South Bend,IN,46660,2012-07-07,US,574-642-xxxx,
176715,F,1979-01-17,Lanoka Harbor,NJ,8734,2002-06-30,US,609-563-xxxx,
180831,F,1975-02-19,Shenandoah Junction,WV,25442,2014-02-10,US,304-755-xxxx,
181129,M,1955-05-03,Brownsville,KY,42210,2012-02-09,US,270-732-xxxx,
175630,M,1951-10-13,Avon,NY,14414,2011-06-16,US,585-225-xxxx,
184176,F,1987-08-29,La Mesa,TX,79331,2012-04-21,US,806-601-xxxx,
183245,M,1970-09-05,Angier,NC,27501,2000-11-22,US,919-740-xxxx,
181248,F,1984-05-04,Grover,PA,17735,2007-01-10,US,570-688-xxxx,
183877,F,1953-09-12,Royal Lakes,IL,62685,2014-11-04,US,618-283-xxxx,
181784,F,1952-04-07,Longview,TX,75604,2015-08-28,US,430-190-xxxx,
178708,F,1967-08-01,Grantsville,UT,84029,2011-03-28,US,435-633-xxxx,
182192,M,1978-12-19,Wise,VA,24293,2011-05-15,US,276-158-xxxx,
180437,F,1989-07-11,Young America,IN,46998,2008-08-18,US,,
180592,M,1958-12-08,Plymouth,NC,27962,2005-11-12,US,252-499-xxxx,
180002,F,1988-11-29,Pittsburgh,PA,15275,2011-11-06,US,412-518-xxxx,
178427,M,1986-07-15,Plano,TX,75023,2011-08-29,US,214-769-xxxx,2017-09-24
180610,F,1958-03-07,Northfield,CT,6778,2000-07-25,US,860-381-xxxx,
178777,M,1991-09-10,Shreveport,LA,71108,2011-07-16,US,318-632-xxxx,
183227,F,1954-07-02,Baton Rouge,LA,70818,2009-09-06,US,225-543-xxxx,
176856,F,1970-07-29,Whipholt,MN,56484,2009-03-03,US,218-747-xxxx,
185296,M,1983-07-28,Scribner,NE,68057,2003-01-30,US,402-187-xxxx,
183879,F,1987-10-10,Jenkins Township,PA,18640,2005-11-30,US,570-666-xxxx,
175765,M,1959-02-12,Lambert,MT,59243,2007-12-26,US,406-573-xxxx,
180174,M,1992-06-29,Oak Island,NC,28465,2013-11-21,US,910-445-xxxx,
178805,F,1994-04-11,Dix,IL,62830,2016-10-24,US,618-235-xxxx,2018-04-16
179702,F,1977-08-08,Woodacre,CA,94973,2011-01-28,US,,
183223,M,1985-10-02,Suffolk,VA,23435,2010-05-29,US,757-439-xxxx,
183262,F,1978-12-04,Cape Canaveral,FL,32920,2014-04-11,US,321-371-xxxx,
179426,F,1987-09-10,Winter Haven,FL,33882,2006-12-25,US,863-193-xxxx,2018-10-13
184598,M,1989-10-10,Franklin Lks,NJ,7417,2009-02-01,US,,
177290,F,1973-09-08,Charlotte,TN,37036,2004-10-12,US,615-203-xxxx,
183146,M,1965-02-23,Dennis,MS,38838,2005-01-18,US,662-617-xxxx,2019-01-27
177800,F,1991-08-01,Branch,AR,72928,2016-02-05,US,479-320-xxxx,
181267,F,1969-06-05,Citrus Hts,CA,95621,2010-08-21,US,916-400-xxxx,
179763,M,1981-04-23,Smith River,CA,95567,2001-03-04,US,707-473-xxxx,
182836,M,1977-05-12,Greenville,SC,29606,2016-06-28,US,864-183-xxxx,
183732,F,1972-08-28,Mikana,WI,54857,2012-10-08,US,715-191-xxxx,
178860,F,1979-07-23,Brooten,MN,56316,2010-08-02,US,320-265-xxxx,
180886,F,1994-05-04,Bannister,MI,48807,2014-10-23,US,989-425-xxxx,
179981,F,1963-06-01,Shavano Park,TX,78231,2003-06-24,US,210-655-xxxx,2017-09-23
181515,F,1963-05-18,Pleasant Vly,VA,22848,2010-06-08,US,540-723-xxxx,
178817,M,1961-12-05,Cement City,MI,49233,2014-11-21,US,517-474-xxxx,
184205,M,1964-06-26,Potter,WI,54160,2008-10-01,US,920-234-xxxx,
176903,M,1991-04-02,Mercedes,TX,78570,2012-01-29,US,956-327-xxxx,
176637,F,1972-06-10,Wapakoneta,OH,45895,2009-06-13,US,419-392-xxxx,
179707,F,1989-09-01,Tangipahoa,LA,70465,2011-03-20,US,,
176747,F,1966-09-06,Southwest Hbr,ME,4679,2001-05-04,US,207-192-xxxx,
176960,M,1976-04-15,Katy,TX,77450,2006-11-24,US,281-183-xxxx,
177845,F,1986-05-04,Midland,TX,79702,2009-04-21,US,432-664-xxxx,
181199,F,1986-09-09,Mather,CA,95655,2011-12-14,US,,
176946,F,1975-03-15,Haleyville,AL,35565,2013-01-05,US,205-664-xxxx,
183393,F,1971-01-23,Sioux Falls,SD,57198,2000-03-13,US,605-244-xxxx,2018-02-12
179627,F,1973-05-28,Wall Township,NJ,7731,2003-10-02,US,,
183576,M,1985-12-09,Christiansburg,VA,24073,2015-05-22,US,540-380-xxxx,
178172,F,1958-04-14,Madison,WI,53701,2013-09-28,US,608-405-xxxx,
185479,F,1957-09-05,Ladera Ranch,CA,92694,2012-10-22,US,949-796-xxxx,
185574,F,1976-05-13,Ephrata,PA,17522,2014-02-03,US,717-695-xxxx,
176413,M,1988-04-16,Greensboro,NC,27425,2013-03-12,US,336-326-xxxx,
177202,M,1965-03-02,Taylor,TX,76574,2014-07-04,US,512-265-xxxx,
180043,F,1983-08-09,Phila,PA,19154,2002-05-14,US,215-362-xxxx,
182145,F,1971-08-02,Godley,TX,76044,2004-06-05,US,817-229-xxxx,
184163,F,1980-05-12,Waterloo,OH,45688,2007-11-12,US,740-643-xxxx,
181542,M,1990-03-27,Langston,AL,35755,2010-08-28,US,,
176265,F,1994-01-23,Brimfield,IL,61517,2013-05-11,US,309-410-xxxx,
177885,F,1961-06-10,Helendale,CA,92342,2000-09-16,US,760-203-xxxx,
176095,F,1972-07-09,Mount Tremper,NY,12457,2001-01-28,US,845-416-xxxx,
185518,F,1991-03-14,Newark,NJ,7188,2016-06-16,US,862-328-xxxx,
185348,M,1991-12-28,Ascutney,VT,5030,2011-11-28,US,802-333-xxxx,
181144,F,1993-02-25,Holt,MO,64048,2011-05-18,US,816-401-xxxx,
177033,M,1981-01-17,Springfield,IL,62756,2000-04-04,US,217-140-xxxx,
184292,F,1994-09-07,Garland City,AR,71839,2016-12-18,US,870-633-xxxx,2017-04-16
183293,M,1950-06-25,Litchfield,CT,6759,2012-08-31,US,860-666-xxxx,
183827,F,1956-08-22,Germantown,NY,12526,2000-01-07,US,518-312-xxxx,
175917,M,1978-03-26,Athens,GA,30609,2003-11-21,US,706-109-xxxx,
182809,F,1981-04-14,Keene,ND,58847,2007-12-14,US,701-400-xxxx,
179825,F,1953-12-17,Monument,NM,88265,2009-07-13,US,575-174-xxxx,
178281,F,1984-09-19,Champion,NE,69023,2005-12-01,US,308-363-xxxx,
182612,F,1953-02-26,Auburn,IL,62615,2009-02-07,US,217-750-xxxx,
178050,M,1984-09-24,Virginia,IL,62691,2006-09-23,US,217-581-xxxx,
180264,F,1989-09-03,Hamilton,KS,66853,2010-11-28,US,620-396-xxxx,
180135,F,1981-01-02,San Antonio,FL,33576,2001-09-18,US,352-531-xxxx,
179164,F,1959-03-09,Bethel,CT,6801,2013-01-09,US,203-721-xxxx,
184723,F,1988-08-12,Clearfield,UT,84016,2008-02-02,US,801-313-xxxx,
181820,F,1987-10-30,Brasstown,NC,28902,2007-05-20,US,828-742-xxxx,
182931,F,1992-08-01,Etowah,TN,37331,2015-11-08,US,423-104-xxxx,
180935,F,1952-05-29,Bellingham,WA,98228,2014-04-24,US,360-404-xxxx,
175659,M,1971-03-14,Albany,NY,12288,2012-11-24,US,518-732-xxxx,2017-05-23
178685,F,1988-03-13,Young America,IN,46998,2007-06-17,US,,
176120,F,1990-04-12,North Boston,NY,14110,2008-09-14,US,716-257-xxxx,
179912,F,1990-07-05,Jonesboro,IN,46938,2013-02-21,US,765-152-xxxx,
185147,M,1966-09-17,Dillard,GA,30537,2000-01-25,US,706-628-xxxx,
178856,F,1956-09-17,Chattanooga,TN,37424,2003-02-27,US,423-749-xxxx,
175668,M,1976-12-17,Coquille,OR,97423,2014-10-30,US,541-143-xxxx,
178100,M,1993-03-11,Mottville,NY,13119,2013-11-09,US,315-590-xxxx,2017-12-12
185391,M,1964-11-15,Pensacola,FL,32501,2002-10-06,US,850-106-xxxx,2018-12-04
178971,F,1960-02-08,Sumner,IL,62466,2016-02-13,US,618-693-xxxx,
183759,M,1995-12-16,Ermine,KY,41815,2016-04-18,US,606-380-xxxx,
183368,M,1953-03-30,Anthon,IA,51004,2014-04-22,US,712-104-xxxx,
181205,F,1964-01-24,Washington,DC,20594,2001-04-05,US,202-637-xxxx,
177554,F,1965-03-22,Marchand,PA,15758,2012-03-05,US,814-320-xxxx,
176810,F,1977-09-20,Fort Wayne,IN,46863,2003-04-21,US,260-215-xxxx,
183428,F,1959-03-02,Birmingham,IA,52535,2007-09-26,US,319-777-xxxx,
178396,M,1986-12-31,Woodstock,MD,21163,2006-08-14,US,,
184093,M,1967-06-28,Carol Stream,IL,60132,2000-03-24,US,630-719-xxxx,2018-02-13
176782,M,1959-03-16,Newell,NC,28126,2014-08-15,US,704-698-xxxx,
183217,F,1996-08-27,Leola,AR,72084,2015-02-28,US,870-141-xxxx,
182966,F,1990-09-13,Whitefield,OK,74472,2015-04-01,US,918-447-xxxx,
182928,M,1971-01-27,Washington,DC,20013,2008-02-10,US,202-797-xxxx,
183549,F,1982-02-05,Arbovale,WV,24915,2002-02-09,US,304-229-xxxx,
185170,F,1965-05-17,Mercer,WI,54547,2009-04-24,US,715-549-xxxx,
177657,F,1965-08-15,Vancouver,WA,98664,2010-09-10,US,360-441-xxxx,
181237,M,1981-05-23,Cross Timbers,MO,65634,2011-04-23,US,573-736-xxxx,2017-04-11
176418,F,1979-09-03,Amawalk,NY,10501,2010-12-26,US,914-179-xxxx,
176336,F,1974-09-14,Central Lake,MI,49622,2006-02-25,US,231-647-xxxx,
181121,M,1960-07-15,Pearl,MS,39288,2014-10-27,US,601-622-xxxx,
176403,F,1968-04-30,Almont,ND,58520,2015-02-14,US,701-751-xxxx,
178438,F,1968-07-25,Naubinway,MI,49762,2008-12-20,US,906-112-xxxx,
180390,M,1953-04-01,Sanford,VA,23426,2014-11-07,US,757-394-xxxx,
177122,M,1990-11-24,Burnside,LA,70738,2010-04-23,US,225-236-xxxx,2017-03-09
183304,M,1955-06-22,Oxnard,CA,93032,2006-04-17,US,805-759-xxxx,
178600,F,1966-09-12,Cincinnati,OH,45245,2013-11-05,US,513-136-xxxx,
180483,F,1979-04-16,Pinecrest,FL,33256,2007-04-16,US,786-784-xxxx,
182117,M,1966-08-16,Las Vegas,NV,89163,2004-07-15,US,702-356-xxxx,
176886,M,1981-06-30,Libuse,LA,71348,2010-11-21,US,318-618-xxxx,
177731,F,1988-06-14,San Francisco,CA,94116,2015-10-08,US,415-391-xxxx,
178768,M,1968-01-03,Ballouville,CT,6233,2006-07-03,US,860-430-xxxx,
178736,F,1970-09-10,Roby,MO,65557,2009-06-24,US,417-280-xxxx,2017-08-10
183598,F,1963-10-04,Lucerne,MO,64655,2005-02-02,US,660-223-xxxx,
180508,M,1970-07-21,Greenfield,MA,1302,2005-01-24,US,413-474-xxxx,
183009,F,1994-09-24,Morse Mill,MO,63066,2016-06-14,US,636-657-xxxx,
179736,M,1963-02-04,Bruin,PA,16022,2012-10-08,US,724-303-xxxx,
176827,F,1976-11-12,Highland,IN,46322,2016-12-24,US,219-146-xxxx,
178845,M,1984-08-27,Grafton,NH,3240,2011-12-10,US,603-714-xxxx,
185144,M,1966-07-01,Gloverville,SC,29828,2013-07-12,US,803-382-xxxx,
177026,F,1965-12-29,Lake City,SD,57247,2009-06-03,US,605-204-xxxx,
181342,F,1973-03-01,Rockford,IL,61103,2007-02-18,US,779-572-xxxx,
177243,M,1953-11-05,Kalaupapa,HI,96742,2015-04-30,US,808-538-xxxx,
179540,M,1973-06-28,Andersonville,GA,31711,2013-01-25,US,229-725-xxxx,
180131,F,1994-04-06,Pelkie,MI,49958,2016-12-07,US,906-537-xxxx,
176516,F,1975-08-27,Sidon,MS,38954,2001-01-17,US,,
180852,M,1992-05-15,Bella Vista,AR,72715,2011-12-15,US,479-276-xxxx,
181595,F,1970-08-22,Dallastown,PA,17313,2007-05-11,US,717-783-xxxx,2017-12-06
185249,M,1964-02-07,Alkabo,ND,58845,2001-04-17,US,701-705-xxxx,
176412,F,1960-12-14,Waikoloa,HI,96738,2016-03-24,US,808-369-xxxx,
176388,F,1976-06-27,Jumping Branch,WV,25969,2005-02-09,US,304-616-xxxx,
177239,M,1984-01-22,Quaker City,OH,43773,2007-11-28,US,740-756-xxxx,
177980,F,1967-03-05,Chicago,IL,60630,2012-05-27,US,872-231-xxxx,
180928,F,1972-06-18,Mercedes,TX,78570,2001-02-15,US,956-694-xxxx,
178041,F,1991-10-09,Fresno,CA,93730,2010-09-02,US,559-151-xxxx,
180623,F,1985-07-10,Wichita,KS,67206,2005-08-28,US,316-381-xxxx,
183122,M,1951-07-11,Bombay,NY,12914,2008-12-07,US,518-117-xxxx,
177642,M,1951-09-19,Clearwater,FL,33766,2015-06-30,US,727-190-xxxx,
183826,F,1957-02-15,Estill Spgs,TN,37330,2011-08-29,US,931-198-xxxx,2018-05-20
181189,M,1954-11-04,Camden,OH,45311,2013-04-15,US,513-540-xxxx,
181618,F,1957-06-29,Maricopa,AZ,85138,2014-07-08,US,520-499-xxxx,
184664,M,1973-08-26,Ind Hbr Bch,FL,32937,2014-01-16,US,321-140-xxxx,
176645,M,1963-06-21,Ober,IN,46534,2000-03-19,US,574-187-xxxx,
184410,M,1961-12-06,Payne,OH,45880,2016-01-22,US,419-744-xxxx,
179692,F,1976-02-28,Tucson,AZ,85736,2010-03-27,US,520-102-xxxx,
180742,F,1970-11-19,Bear River Cy,UT,84301,2010-09-11,US,435-208-xxxx,
182216,F,1985-12-11,Huger,SC,29450,2009-11-11,US,843-220-xxxx,
178927,M,1965-02-01,New Orleans,LA,70178,2011-05-05,US,504-475-xxxx,
176405,M,1977-09-26,Papineau,IL,60956,2009-01-07,US,,2018-08-12
179210,M,1995-01-24,Phoenix,AZ,85085,2016-02-23,US,480-581-xxxx,2017-04-27
179393,F,1966-01-11,Orange City,FL,32774,2011-02-20,US,386-136-xxxx,
184168,F,1962-11-21,Elk City,OK,73644,2005-11-06,US,580-281-xxxx,
178255,F,1970-11-10,Lockhart,SC,29364,2010-07-16,US,864-126-xxxx,
185440,M,1993-02-11,Goodland,KS,67735,2011-07-02,US,785-293-xxxx,
178666,F,1993-09-07,Hartford,CT,6101,2011-11-14,US,860-390-xxxx,
180490,M,1964-07-14,Powell,OH,43065,2012-05-05,US,740-682-xxxx,
176312,F,1989-10-02,Conasauga,TN,37316,2016-08-10,US,423-199-xxxx,
176979,M,1950-11-16,Vance,MS,38964,2003-04-24,US,662-496-xxxx,
182085,F,1985-04-26,La Grande,OR,97850,2015-03-27,US,541-546-xxxx,
177358,F,1989-11-02,Guadalupita,NM,87722,2014-02-03,US,505-384-xxxx,2017-09-02
181521,F,1966-06-10,Hanamaulu,HI,96715,2003-12-01,US,808-768-xxxx,
176777,M,1957-06-29,Houma,LA,70363,2004-09-18,US,985-555-xxxx,
176036,M,1987-01-22,Forrest,IL,61741,2011-03-29,US,815-600-xxxx,
179466,F,1996-01-21,Brighton,MO,65617,2015-03-23,US,417-265-xxxx,
182800,F,1983-09-23,Conyers,GA,30012,2007-08-20,US,770-191-xxxx,
182436,F,1995-10-26,Magnolia,IL,61336,2013-11-22,US,815-215-xxxx,
182304,F,1959-12-30,Auke Bay,AK,99821,2012-07-27,US,907-584-xxxx,
181996,F,1965-01-30,Houston,TX,77274,2016-01-25,US,713-578-xxxx,
176635,F,1962-08-30,St Jhnsbry Ct,VT,5863,2002-04-14,US,802-105-xxxx,
181806,F,1991-02-28,Hensel,ND,58241,2010-09-16,US,701-674-xxxx,
180208,F,1959-09-09,London,KY,40750,2010-02-16,US,,
176572,F,1996-03-17,Vest...,AL,35242,2016-09-26,US,205-458-xxxx,2017-01-19
181421,F,1971-07-12,Ironia,NJ,7845,2004-10-10,US,862-110-xxxx,
184102,F,1974-08-03,Exeland,WI,54835,2012-08-10,US,715-731-xxxx,
177303,M,1976-08-23,Green Lane,PA,18054,2010-12-06,US,215-522-xxxx,
184833,F,1990-03-29,Arlington,IA,50606,2013-02-13,US,563-464-xxxx,
178256,F,1983-03-25,Orient,WA,99160,2010-10-28,US,509-509-xxxx,
182630,F,1964-09-08,Belgrade,NE,68623,2010-01-17,US,308-631-xxxx,
176705,F,1950-06-14,Brunswick,MI,49425,2000-10-05,US,231-299-xxxx,
177898,M,1966-03-01,Cropseyville,NY,12052,2000-08-17,US,518-445-xxxx,2017-06-08
180299,F,1953-11-05,Des Moines,IA,50323,2005-11-07,US,515-119-xxxx,
180859,F,1974-06-16,Bluford,IL,62814,2004-03-20,US,618-703-xxxx,
184825,F,1963-11-03,Canton,WI,54868,2002-06-05,US,715-792-xxxx,
183602,F,1961-01-11,Ruston,LA,71272,2010-10-25,US,318-645-xxxx,
